Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,"DBS: 0.75, 3, 4, 3, 5",2.4658,0.35955149333333336,103.0,0.9001817142857143,0.2436027542857143,0.11594873904761899,0.27464555619047626,0.36580295047619044,0.703511430015,0.436410222373,0.269081463419,0.261842146231
1,Evolved ANN 5 Noise 05,2.40517142857,0.4026104190476191,100.0,0.90012,0.2967724514285714,0.10583796761904764,0.22628878857142862,0.37110079238095234,0.71485738974,0.556114373931,0.307180207908,0.158722656172
2,Evolved FSM 16 Noise 05,2.37091428571,0.3765764076190476,93.0,0.9001180952380953,0.234650340952381,0.1419260666666666,0.2598187961904762,0.36360479619047614,0.758777919605,0.425101949903,0.372604311334,0.149486629622
3,Spiteful Tit For Tat,2.35002857143,0.1856525695238095,156.0,0.9001146666666666,0.11087069333333334,0.0747818761904762,0.3001284933333335,0.5142189371428569,0.571444586076,0.100007182698,0.177897046373,0.100000929274
4,Evolved ANN,2.33754285714,0.1666794380952381,144.0,0.8997626666666667,0.08711913904761912,0.07956029904761906,0.31046094857142853,0.5228596133333333,0.577737138692,0.237679150003,0.172786175818,0.102185998385
5,Evolved ANN 5,2.33212857143,0.15853337904761905,151.0,0.8998891428571428,0.08482710095238095,0.07370627809523812,0.3098020552380951,0.5316645657142859,0.569214168415,0.200939165524,0.137312726877,0.100821068442
6,"Omega TFT: 3, 8",2.31604285714,0.30631394285714286,149.0,0.8999036190476191,0.2164020742857142,0.08991186857142856,0.2418985333333332,0.451787523809524,0.690352209139,0.128682484904,0.326570632663,0.105307181687
7,Fool Me Once,2.31588571429,0.13929732761904762,154.0,0.899743619047619,0.06950539238095232,0.06979193523809521,0.3125857733333334,0.5481168990476191,0.504428869099,0.166843934829,0.116929861314,0.101142207816
8,MEM2,2.31408571429,0.1221468780952381,155.0,0.899744380952381,0.05451422476190475,0.06763265333333332,0.31800686857142857,0.5598462533333334,0.404648985375,0.116552582648,0.111722032486,0.100143626235
9,Math Constant Hunter,2.31331428571,0.3569579638095238,101.0,0.8998255238095239,0.17752802285714286,0.17942994095238082,0.2848863066666669,0.35815572952380936,0.579083294466,0.609009443487,0.205502652493,0.21812510327
10,Adaptive,2.30507142857,0.3373433580952381,121.0,0.9000152380952381,0.18978106666666666,0.14756229142857138,0.2672520380952382,0.39540460380952375,0.705638388495,0.600470954379,0.203084817235,0.127037347519
11,Hard Prober,2.30462857143,0.3596207828571429,91.0,0.0997752380952381,0.20255768571428567,0.15706309714285718,0.2573288971428572,0.38305032,0.82424004685,0.115584137978,0.645805359987,0.108882003569
